Date,Close
1995-05-04,14.09375
1995-05-05,13.9375
1995-05-08,14.1875
1995-05-09,14.46875
1995-05-10,14.6875
1995-05-11,14.75
1995-05-12,15.71875
1995-05-15,15.5625
1995-05-16,15.5625
1995-05-17,15.6875
1995-05-18,15.21875
1995-05-19,14.9375
1995-05-22,15.625
1995-05-23,15.0625
1995-05-24,15.0625
1995-05-25,14.78125
1995-05-26,14.34375
1995-05-30,14.59375
1995-05-31,15.0625
1995-06-01,15.125
1995-06-02,14.8125
1995-06-05,14.96875
1995-06-06,15.03125
1995-06-07,15.1875
1995-06-08,15.5
1995-06-09,15.375
1995-06-12,15.21875
1995-06-13,15.6875
1995-06-14,15.8125
1995-06-15,15.71875
1995-06-16,15.65625
1995-06-19,16.25
1995-06-20,16.03125
1995-06-21,15.6875
1995-06-22,15.625
1995-06-23,15.6875
1995-06-26,15.5625
1995-06-27,15.75
1995-06-28,15.59375
1995-06-29,15.5625
1995-06-30,16.0625
1995-07-03,16.09375
1995-07-05,16.5
1995-07-06,17.09375
1995-07-07,17.75
1995-07-10,17.5625
1995-07-11,17.5625
1995-07-12,17.90625
1995-07-13,18.09375
1995-07-14,18.125
1995-07-17,18.46875
1995-07-18,17.84375
1995-07-19,17.28125
1995-07-20,16.875
1995-07-21,16.875
1995-07-24,17.25
1995-07-25,17.46875
1995-07-26,17.46875
1995-07-27,17.5625
1995-07-28,17.3125
1995-07-31,17.59375
1995-08-01,17.03125
1995-08-02,16.8125
1995-08-03,17.0
1995-08-04,16.78125
1995-08-07,16.5625
1995-08-08,16.53125
1995-08-09,16.25
1995-08-10,15.90625
1995-08-11,15.84375
1995-08-14,16.5
1995-08-15,16.4375
1995-08-16,17.0
1995-08-17,17.1875
1995-08-18,16.9375
1995-08-21,16.90625
1995-08-22,16.6875
1995-08-23,16.34375
1995-08-24,16.09375
1995-08-25,16.25
1995-08-28,16.34375
1995-08-29,16.75
1995-08-30,16.6875
1995-08-31,16.78125
1995-09-01,17.09375
1995-09-05,17.125
1995-09-06,17.34375
1995-09-07,17.34375
1995-09-08,17.28125
1995-09-11,17.03125
1995-09-12,16.84375
1995-09-13,16.75
1995-09-14,16.25
1995-09-15,16.3125
1995-09-18,16.34375
1995-09-19,14.71875
1995-09-20,14.96875
1995-09-21,14.71875
1995-09-22,14.71875
1995-09-25,14.53125
1995-09-26,14.53125
1995-09-27,14.03125
1995-09-28,14.375
1995-09-29,14.21875
1995-10-02,13.8125
1995-10-03,13.84375
1995-10-04,13.6875
1995-10-05,13.78125
1995-10-06,13.53125
1995-10-09,13.15625
1995-10-10,13.15625
1995-10-11,13.03125
1995-10-12,13.34375
1995-10-13,13.875
1995-10-16,13.875
1995-10-17,13.53125
1995-10-18,12.875
1995-10-19,13.125
1995-10-20,13.28125
1995-10-23,13.21875
1995-10-24,13.59375
1995-10-25,13.21875
1995-10-26,13.40625
1995-10-27,13.65625
1995-10-30,13.75
1995-10-31,14.1875
1995-11-01,14.125
1995-11-02,14.3125
1995-11-03,14.0
1995-11-06,14.28125
1995-11-07,14.28125
1995-11-08,13.875
1995-11-09,14.21875
1995-11-10,14.15625
1995-11-13,14.09375
1995-11-14,14.0
1995-11-15,14.0
1995-11-16,13.8125
1995-11-17,13.875
1995-11-20,13.90625
1995-11-21,14.84375
1995-11-22,14.9375
1995-11-24,14.9375
1995-11-27,15.34375
1995-11-28,15.53125
1995-11-29,15.5
1995-11-30,15.34375
1995-12-01,15.25
1995-12-04,15.375
1995-12-05,15.625
1995-12-06,15.625
1995-12-07,15.1875
1995-12-08,15.21875
1995-12-11,15.4375
1995-12-12,15.3125
1995-12-13,15.4375
1995-12-14,15.5
1995-12-15,15.0
1995-12-18,14.4375
1995-12-19,15.21875
1995-12-20,15.0
1995-12-21,15.375
1995-12-22,15.21875
1995-12-26,14.84375
1995-12-27,14.75
1995-12-28,14.59375
1995-12-29,14.6875
1996-01-02,14.875
1996-01-03,15.125
1996-01-04,15.0
1996-01-05,15.25
1996-01-08,15.1875
1996-01-09,14.78125
1996-01-10,14.625
1996-01-11,14.84375
1996-01-12,14.625
1996-01-15,14.21875
1996-01-16,13.875
1996-01-17,13.5625
1996-01-18,14.8125
1996-01-19,14.75
1996-01-22,15.6875
1996-01-23,15.625
1996-01-24,15.5
1996-01-25,15.15625
1996-01-26,15.5625
1996-01-29,15.9375
1996-01-30,16.09375
1996-01-31,16.09375
1996-02-01,16.03125
1996-02-02,15.84375
1996-02-05,15.6875
1996-02-06,15.875
1996-02-07,15.96875
1996-02-08,16.28125
1996-02-09,16.15625
1996-02-12,16.90625
1996-02-13,16.875
1996-02-14,16.75
1996-02-15,16.65625
1996-02-16,16.75
1996-02-20,16.96875
1996-02-21,17.21875
1996-02-22,17.5625
1996-02-23,17.5
1996-02-26,17.3125
1996-02-27,17.34375
1996-02-28,16.9375
1996-02-29,16.6875
1996-03-01,16.875
1996-03-04,16.96875
1996-03-05,16.9375
1996-03-06,16.9375
1996-03-07,16.9375
1996-03-08,16.8125
1996-03-11,17.46875
1996-03-12,17.59375
1996-03-13,17.65625
1996-03-14,17.71875
1996-03-15,18.0
1996-03-18,18.375
1996-03-19,18.09375
1996-03-20,17.71875
1996-03-21,17.5
1996-03-22,17.3125
1996-03-25,17.34375
1996-03-26,17.46875
1996-03-27,17.375
1996-03-28,17.125
1996-03-29,17.0
1996-04-01,16.875
1996-04-02,16.65625
1996-04-03,17.0625
1996-04-04,17.15625
1996-04-08,16.90625
1996-04-09,16.6875
1996-04-10,16.625
1996-04-11,17.15625
1996-04-12,17.5625
1996-04-15,17.90625
1996-04-16,17.625
1996-04-17,16.9375
1996-04-18,16.34375
1996-04-19,16.25
1996-04-22,16.375
1996-04-23,16.34375
1996-04-24,16.1875
1996-04-25,16.65625
1996-04-26,16.21875
1996-04-29,16.0625
1996-04-30,16.03125
1996-05-01,16.15625
1996-05-02,16.15625
1996-05-03,15.9375
1996-05-06,15.96875
1996-05-07,15.78125
1996-05-08,15.75
1996-05-09,15.84375
1996-05-10,15.90625
1996-05-13,16.03125
1996-05-14,16.3125
1996-05-15,16.6875
1996-05-16,17.1875
1996-05-17,17.21875
1996-05-20,16.96875
1996-05-21,17.125
1996-05-22,17.3125
1996-05-23,16.90625
1996-05-24,17.09375
1996-05-28,16.9375
1996-05-29,17.0
1996-05-30,16.59375
1996-05-31,16.40625
1996-06-03,16.09375
1996-06-04,16.4375
1996-06-05,16.53125
1996-06-06,16.21875
1996-06-07,16.40625
1996-06-10,16.25
1996-06-11,16.5
1996-06-12,16.1875
1996-06-13,16.15625
1996-06-14,16.3125
1996-06-17,16.34375
1996-06-18,16.40625
1996-06-19,16.5
1996-06-20,16.78125
1996-06-21,17.1875
1996-06-24,17.3125
1996-06-25,17.0625
1996-06-26,16.75
1996-06-27,16.8125
1996-06-28,16.9375
1996-07-01,17.5
1996-07-02,17.46875
1996-07-03,17.53125
1996-07-05,17.09375
1996-07-08,17.3125
1996-07-09,17.46875
1996-07-10,17.3125
1996-07-11,17.1875
1996-07-12,16.78125
1996-07-15,15.9375
1996-07-16,16.59375
1996-07-17,16.4375
1996-07-18,16.875
1996-07-19,16.75
1996-07-22,16.40625
1996-07-23,16.1875
1996-07-24,16.34375
1996-07-25,16.03125
1996-07-26,16.5625
1996-07-29,16.25
1996-07-30,16.125
1996-07-31,16.46875
1996-08-01,16.8125
1996-08-02,17.0
1996-08-05,17.21875
1996-08-06,17.28125
1996-08-07,17.40625
1996-08-08,17.46875
1996-08-09,17.46875
1996-08-12,17.75
1996-08-13,17.5625
1996-08-14,17.46875
1996-08-15,17.40625
1996-08-16,17.4375
1996-08-19,17.59375
1996-08-20,17.84375
1996-08-21,17.84375
1996-08-22,17.96875
1996-08-23,17.8125
1996-08-26,17.8125
1996-08-27,17.75
1996-08-28,17.53125
1996-08-29,17.34375
1996-08-30,17.21875
1996-09-03,17.34375
1996-09-04,17.75
1996-09-05,17.5625
1996-09-06,17.9375
1996-09-09,18.375
1996-09-10,18.125
1996-09-11,18.03125
1996-09-12,17.96875
1996-09-13,18.53125
1996-09-16,18.65625
1996-09-17,18.375
1996-09-18,18.28125
1996-09-19,18.625
1996-09-20,18.78125
1996-09-23,18.75
1996-09-24,18.84375
1996-09-25,18.6875
1996-09-26,18.5625
1996-09-27,18.5
1996-09-30,18.84375
1996-10-01,18.4375
1996-10-02,18.53125
1996-10-03,18.46875
1996-10-04,18.375
1996-10-07,18.21875
1996-10-08,18.0625
1996-10-09,17.96875
1996-10-10,18.0
1996-10-11,18.3125
1996-10-14,18.53125
1996-10-15,19.0625
1996-10-16,18.6875
1996-10-17,18.59375
1996-10-18,18.53125
1996-10-21,18.5
1996-10-22,18.28125
1996-10-23,18.0
1996-10-24,17.90625
1996-10-25,17.59375
1996-10-28,17.3125
1996-10-29,17.3125
1996-10-30,17.1875
1996-10-31,17.15625
1996-11-01,17.375
1996-11-04,17.71875
1996-11-05,17.875
1996-11-06,18.125
1996-11-07,18.375
1996-11-08,18.375
1996-11-11,18.3125
1996-11-12,18.4375
1996-11-13,18.84375
1996-11-14,18.6875
1996-11-15,18.375
1996-11-18,18.40625
1996-11-19,18.5
1996-11-20,19.6875
1996-11-21,19.375
1996-11-22,20.0
1996-11-25,20.03125
1996-11-26,19.53125
1996-11-27,19.90625
1996-11-29,19.78125
1996-12-02,19.75
1996-12-03,19.375
1996-12-04,19.25
1996-12-05,19.4375
1996-12-06,19.25
1996-12-09,19.375
1996-12-10,19.6875
1996-12-11,19.25
1996-12-12,19.125
1996-12-13,19.03125
1996-12-16,18.6875
1996-12-17,18.46875
1996-12-18,18.5625
1996-12-19,18.75
1996-12-20,18.875
1996-12-23,19.1875
1996-12-24,19.09375
1996-12-26,19.1875
1996-12-27,19.1875
1996-12-30,19.0
1996-12-31,18.8125
1997-01-02,18.25
1997-01-03,18.6875
1997-01-06,18.78125
1997-01-07,18.84375
1997-01-08,18.78125
1997-01-09,19.03125
1997-01-10,19.5
1997-01-13,19.84375
1997-01-14,19.5625
1997-01-15,19.375
1997-01-16,19.4375
1997-01-17,19.6875
1997-01-20,19.625
1997-01-21,19.09375
1997-01-22,18.96875
1997-01-23,18.84375
1997-01-24,18.8125
1997-01-27,18.96875
1997-01-28,18.9375
1997-01-29,19.0
1997-01-30,19.3125
1997-01-31,19.40625
1997-02-03,19.15625
1997-02-04,19.375
1997-02-05,19.40625
1997-02-06,19.4375
1997-02-07,19.875
1997-02-10,19.78125
1997-02-11,19.78125
1997-02-12,19.875
1997-02-13,20.78125
1997-02-14,19.9375
1997-02-18,19.96875
1997-02-19,20.09375
1997-02-20,19.6875
1997-02-21,19.90625
1997-02-24,20.21875
1997-02-25,20.1875
1997-02-26,20.15625
1997-02-27,19.90625
1997-02-28,19.5625
1997-03-03,19.6875
1997-03-04,19.53125
1997-03-05,19.96875
1997-03-06,20.09375
1997-03-07,20.375
1997-03-10,20.40625
1997-03-11,20.0625
1997-03-12,20.15625
1997-03-13,19.9375
1997-03-14,20.28125
1997-03-17,20.125
1997-03-18,20.03125
1997-03-19,20.15625
1997-03-20,20.15625
1997-03-21,20.28125
1997-03-24,20.84375
1997-03-25,20.5703125
1997-03-26,20.25
1997-03-27,20.03125
1997-03-31,20.0625
1997-04-01,19.75
1997-04-02,19.59375
1997-04-03,19.3125
1997-04-04,19.78125
1997-04-07,19.6875
1997-04-08,19.46875
1997-04-09,19.5625
1997-04-10,19.4375
1997-04-11,19.21875
1997-04-14,19.84375
1997-04-15,20.75
1997-04-16,21.15625
1997-04-17,21.40625
1997-04-18,21.03125
1997-04-21,21.0625
1997-04-22,21.75
1997-04-23,22.28125
1997-04-24,21.8125
1997-04-25,21.78125
1997-04-28,22.0625
1997-04-29,21.96875
1997-04-30,22.25
1997-05-01,22.6875
1997-05-02,23.34375
1997-05-05,23.90625
1997-05-06,23.59375
1997-05-07,23.09375
1997-05-08,23.5625
1997-05-09,24.15625
1997-05-12,24.0625
1997-05-13,24.28125
1997-05-14,23.96875
1997-05-15,24.59375
1997-05-16,24.625
1997-05-19,24.5
1997-05-20,24.25
1997-05-21,24.1875
1997-05-22,24.375
1997-05-23,24.375
1997-05-27,24.40625
1997-05-28,24.46875
1997-05-29,24.4375
1997-05-30,24.40625
1997-06-02,24.4375
1997-06-03,24.28125
1997-06-04,24.53125
1997-06-05,24.84375
1997-06-06,25.03125
1997-06-09,25.46875
1997-06-10,25.90625
1997-06-11,25.875
1997-06-12,26.4375
1997-06-13,27.1875
1997-06-16,26.96875
1997-06-17,26.96875
1997-06-18,26.9375
1997-06-19,26.90625
1997-06-20,26.78125
1997-06-23,26.34375
1997-06-24,27.09375
1997-06-25,26.78125
1997-06-26,26.40625
1997-06-27,27.0
1997-06-30,26.84375
1997-07-01,26.3125
1997-07-02,26.8125
1997-07-03,27.265625
1997-07-07,27.0625
1997-07-08,27.75
1997-07-09,27.671875
1997-07-10,28.203125
1997-07-11,28.71875
1997-07-14,28.0625
1997-07-15,27.75
1997-07-16,28.34375
1997-07-17,28.03125
1997-07-18,27.1875
1997-07-21,28.375
1997-07-22,28.09375
1997-07-23,27.84375
1997-07-24,27.5
1997-07-25,28.40625
1997-07-28,28.78125
1997-07-29,29.875
1997-07-30,29.75
1997-07-31,28.0
1997-08-01,29.46875
1997-08-04,29.4375
1997-08-05,29.25
1997-08-06,29.25
1997-08-07,30.34375
1997-08-08,29.1875
1997-08-11,29.625
1997-08-12,29.28125
1997-08-13,29.65625
1997-08-14,29.71875
1997-08-15,29.03125
1997-08-18,29.1875
1997-08-19,29.78125
1997-08-20,30.46875
1997-08-21,30.0625
1997-08-22,29.625
1997-08-25,29.875
1997-08-26,29.3125
1997-08-27,30.03125
1997-08-28,28.90625
1997-08-29,29.03125
1997-09-02,29.21875
1997-09-03,29.90625
1997-09-04,28.1875
1997-09-05,28.4375
1997-09-08,28.1875
1997-09-09,27.65625
1997-09-10,26.71875
1997-09-11,26.8125
1997-09-12,27.0
1997-09-15,26.75
1997-09-16,27.84375
1997-09-17,27.65625
1997-09-18,28.28125
1997-09-19,27.90625
1997-09-22,28.28125
1997-09-23,27.75
1997-09-24,27.09375
1997-09-25,26.78125
1997-09-26,27.03125
1997-09-29,27.03125
1997-09-30,26.96875
1997-10-01,27.75
1997-10-02,27.46875
1997-10-03,27.5625
1997-10-06,28.625
1997-10-07,28.90625
1997-10-08,28.75
1997-10-09,29.1875
1997-10-10,29.3125
1997-10-13,29.90625
1997-10-14,30.375
1997-10-15,30.0
1997-10-16,29.625
1997-10-17,29.1875
1997-10-20,29.40625
1997-10-21,29.5
1997-10-22,30.0625
1997-10-23,29.5625
1997-10-24,28.96875
1997-10-27,26.40625
1997-10-28,27.125
1997-10-29,26.5
1997-10-30,26.0625
1997-10-31,25.625
1997-11-03,26.125
1997-11-04,26.0625
1997-11-05,26.59375
1997-11-06,26.0
1997-11-07,25.46875
1997-11-10,25.09375
1997-11-11,24.09375
1997-11-12,22.375
1997-11-13,22.65625
1997-11-14,22.96875
1997-11-17,23.5625
1997-11-18,23.3125
1997-11-19,23.3125
1997-11-20,23.375
1997-11-21,23.84375
1997-11-24,23.6875
1997-11-25,23.78125
1997-11-26,23.65625
1997-11-28,23.96875
1997-12-01,24.59375
1997-12-02,25.46875
1997-12-03,25.125
1997-12-04,25.375
1997-12-05,25.875
1997-12-08,25.84375
1997-12-09,25.28125
1997-12-10,24.96875
1997-12-11,24.96875
1997-12-12,25.375
1997-12-15,25.34375
1997-12-16,24.40625
1997-12-17,25.34375
1997-12-18,24.34375
1997-12-19,24.0625
1997-12-22,24.15625
1997-12-23,23.53125
1997-12-24,23.28125
1997-12-26,23.0
1997-12-29,23.5625
1997-12-30,24.28125
1997-12-31,24.25
1998-01-02,24.5
1998-01-05,24.84375
1998-01-06,24.65625
1998-01-07,24.21875
1998-01-08,23.40625
1998-01-09,22.71875
1998-01-12,23.21875
1998-01-13,23.03125
1998-01-14,23.1875
1998-01-15,22.75
1998-01-16,22.65625
1998-01-20,22.5
1998-01-21,23.4375
1998-01-22,22.78125
1998-01-23,22.75
1998-01-26,22.8125
1998-01-27,23.1875
1998-01-28,24.0625
1998-01-29,24.25
1998-01-30,24.0
1998-02-02,25.125
1998-02-03,25.25
1998-02-04,24.9375
1998-02-05,24.4375
1998-02-06,25.375
1998-02-09,26.25
1998-02-10,25.8125
1998-02-11,25.6875
1998-02-12,26.0
1998-02-13,26.78125
1998-02-17,26.9375
1998-02-18,26.375
1998-02-19,25.9375
1998-02-20,26.3125
1998-02-23,26.03125
1998-02-24,26.28125
1998-02-25,26.5625
1998-02-26,26.59375
1998-02-27,27.28125
1998-03-02,26.78125
1998-03-03,26.28125
1998-03-04,26.03125
1998-03-05,25.59375
1998-03-06,26.65625
1998-03-09,26.5
1998-03-10,27.0
1998-03-11,27.03125
1998-03-12,28.0
1998-03-13,28.09375
1998-03-16,28.90625
1998-03-17,28.75
1998-03-18,29.03125
1998-03-19,28.03125
1998-03-20,28.03125
1998-03-23,28.125
1998-03-24,28.28125
1998-03-25,27.71875
1998-03-26,27.375
1998-03-27,27.75
1998-03-30,27.5
1998-03-31,27.53125
1998-04-01,27.03125
1998-04-02,26.96875
1998-04-03,27.125
1998-04-06,27.25
1998-04-07,27.28125
1998-04-08,27.125
1998-04-09,27.40625
1998-04-13,27.1875
1998-04-14,28.09375
1998-04-15,28.3125
1998-04-16,28.09375
1998-04-17,28.375
1998-04-20,28.4375
1998-04-21,28.4375
1998-04-22,28.78125
1998-04-23,29.03125
1998-04-24,28.46875
1998-04-27,27.6875
1998-04-28,27.6875
1998-04-29,27.59375
1998-04-30,28.46875
1998-05-01,28.5625
1998-05-04,28.375
1998-05-05,27.96875
1998-05-06,27.6875
1998-05-07,27.65625
1998-05-08,27.90625
1998-05-11,27.78125
1998-05-12,28.46875
1998-05-13,28.4375
1998-05-14,29.4375
1998-05-15,28.90625
1998-05-18,29.1875
1998-05-19,29.28125
1998-05-20,29.875
1998-05-21,30.34375
1998-05-22,29.28125
1998-05-26,28.3125
1998-05-27,28.375
1998-05-28,28.25
1998-05-29,27.46875
1998-06-01,27.625
1998-06-02,27.375
1998-06-03,27.28125
1998-06-04,27.65625
1998-06-05,28.25
1998-06-08,27.96875
1998-06-09,28.15625
1998-06-10,26.9375
1998-06-11,26.15625
1998-06-12,26.0
1998-06-15,26.1875
1998-06-16,26.25
1998-06-17,27.15625
1998-06-18,27.25
1998-06-19,25.8125
1998-06-22,26.4375
1998-06-23,26.40625
1998-06-24,27.0
1998-06-25,26.3125
1998-06-26,26.5
1998-06-29,26.1875
1998-06-30,26.453125
1998-07-01,26.96875
1998-07-02,27.0625
1998-07-06,27.15625
1998-07-07,27.0
1998-07-08,26.9375
1998-07-09,26.0625
1998-07-10,26.28125
1998-07-13,26.0625
1998-07-14,28.125
1998-07-15,26.0
1998-07-16,26.59375
1998-07-17,26.59375
1998-07-20,26.75
1998-07-21,26.5
1998-07-22,25.875
1998-07-23,25.0625
1998-07-24,24.59375
1998-07-27,24.4375
1998-07-28,24.40625
1998-07-29,24.53125
1998-07-30,25.03125
1998-07-31,24.25
1998-08-03,24.65625
1998-08-04,23.625
1998-08-05,23.5625
1998-08-06,23.5
1998-08-07,23.75
1998-08-10,23.65625
1998-08-11,23.78125
1998-08-12,24.1875
1998-08-13,24.375
1998-08-14,24.1875
1998-08-17,24.625
1998-08-18,25.25
1998-08-19,24.9375
1998-08-20,24.21875
1998-08-21,23.6875
1998-08-24,24.46875
1998-08-25,23.9375
1998-08-26,23.28125
1998-08-27,22.3125
1998-08-28,22.0
1998-08-31,21.0
1998-09-01,22.9375
1998-09-02,22.875
1998-09-03,22.4375
1998-09-04,22.96875
1998-09-08,24.59375
1998-09-09,24.09375
1998-09-10,23.0
1998-09-11,22.625
1998-09-14,22.6875
1998-09-15,23.0
1998-09-16,22.625
1998-09-17,21.375
1998-09-18,20.125
1998-09-21,21.28125
1998-09-22,21.0625
1998-09-23,22.65625
1998-09-24,23.0625
1998-09-25,23.46875
1998-09-28,24.3125
1998-09-29,23.65625
1998-09-30,22.25
1998-10-01,21.96875
1998-10-02,22.5
1998-10-05,21.84375
1998-10-06,21.40625
1998-10-07,21.875
1998-10-08,22.5
1998-10-09,23.375
1998-10-12,23.875
1998-10-13,23.625
1998-10-14,23.0
1998-10-15,24.0
1998-10-16,23.5
1998-10-19,23.84375
1998-10-20,24.25
1998-10-21,23.9375
1998-10-22,23.625
1998-10-23,23.53125
1998-10-26,22.9375
1998-10-27,22.625
1998-10-28,21.8125
1998-10-29,22.03125
1998-10-30,22.46875
1998-11-02,23.5
1998-11-03,23.84375
1998-11-04,24.9375
1998-11-05,24.90625
1998-11-06,24.625
1998-11-09,24.21875
1998-11-10,24.03125
1998-11-11,22.71875
1998-11-12,22.875
1998-11-13,23.75
1998-11-16,24.40625
1998-11-17,24.59375
1998-11-18,24.0
1998-11-19,23.90625
1998-11-20,24.4375
1998-11-23,25.125
1998-11-24,25.03125
1998-11-25,24.96875
1998-11-27,24.8125
1998-11-30,24.71875
1998-12-01,25.96875
1998-12-02,25.34375
1998-12-03,24.96875
1998-12-04,24.375
1998-12-07,24.59375
1998-12-08,24.34375
1998-12-09,24.0
1998-12-10,23.53125
1998-12-11,23.3125
1998-12-14,23.125
1998-12-15,22.21875
1998-12-16,20.6875
1998-12-17,20.5625
1998-12-18,20.9375
1998-12-21,21.125
1998-12-22,21.15625
1998-12-23,21.28125
1998-12-24,21.46875
1998-12-28,22.46875
1998-12-29,22.8125
1998-12-30,22.84375
1998-12-31,23.0
1999-01-04,23.6875
1999-01-05,23.625
1999-01-06,24.25
1999-01-07,24.46875
1999-01-08,25.5
1999-01-11,26.5
1999-01-12,25.3125
1999-01-13,24.03125
1999-01-14,23.375
1999-01-15,23.78125
1999-01-19,22.96875
1999-01-20,22.59375
1999-01-21,22.4375
1999-01-22,21.96875
1999-01-25,22.28125
1999-01-26,22.5625
1999-01-27,22.34375
1999-01-28,22.25
1999-01-29,21.65625
1999-02-01,21.84375
1999-02-02,21.65625
1999-02-03,21.5625
1999-02-04,22.0625
1999-02-05,23.125
1999-02-08,23.625
1999-02-09,23.25
1999-02-10,22.96875
1999-02-11,22.78125
1999-02-12,22.40625
1999-02-16,22.625
1999-02-17,22.875
1999-02-18,22.40625
1999-02-19,22.53125
1999-02-22,23.25
1999-02-23,23.46875
1999-02-24,23.0
1999-02-25,22.84375
1999-02-26,22.78125
1999-03-01,24.59375
1999-03-02,23.71875
1999-03-03,23.625
1999-03-04,23.96875
1999-03-05,24.9375
1999-03-08,24.8125
1999-03-09,24.40625
1999-03-10,24.5
1999-03-11,25.4375
1999-03-12,22.34375
1999-03-15,22.71875
1999-03-16,22.0
1999-03-17,23.625
1999-03-18,23.40625
1999-03-19,23.40625
1999-03-22,23.46875
1999-03-23,22.5625
1999-03-24,22.96875
1999-03-25,23.71875
1999-03-26,23.40625
1999-03-29,23.625
1999-03-30,23.46875
1999-03-31,22.96875
1999-04-01,23.46875
1999-04-05,24.53125
1999-04-06,24.1875
1999-04-07,24.25
1999-04-08,24.3125
1999-04-09,24.375
1999-04-12,25.6875
1999-04-13,27.375
1999-04-14,30.34375
1999-04-15,30.90625
1999-04-16,31.90625
1999-04-19,30.875
1999-04-20,30.34375
1999-04-21,30.84375
1999-04-22,29.90625
1999-04-23,30.28125
1999-04-26,31.0
1999-04-27,31.78125
1999-04-28,32.28125
1999-04-29,32.75
1999-04-30,32.1875
1999-05-03,32.59375
1999-05-04,32.71875
1999-05-05,32.5625
1999-05-06,32.6875
1999-05-07,31.59375
1999-05-10,30.875
1999-05-11,31.59375
1999-05-12,30.375
1999-05-13,30.3125
1999-05-14,30.5
1999-05-17,30.5625
1999-05-18,29.34375
1999-05-19,29.0
1999-05-20,29.46875
1999-05-21,29.8125
1999-05-24,29.59375
1999-05-25,29.34375
1999-05-26,28.90625
1999-05-27,27.6875
1999-05-28,27.4375
1999-06-01,29.375
1999-06-02,29.1875
1999-06-03,30.21875
1999-06-04,31.40625
1999-06-07,31.625
1999-06-08,31.0625
1999-06-09,30.75
1999-06-10,30.9375
1999-06-11,29.71875
1999-06-14,29.96875
1999-06-15,29.21875
1999-06-16,29.46875
1999-06-17,29.4375
1999-06-18,30.75
1999-06-21,30.4375
1999-06-22,30.09375
1999-06-23,29.8125
1999-06-24,29.5
1999-06-25,29.3125
1999-06-28,30.375
1999-06-29,30.5625
1999-06-30,30.0
1999-07-01,30.59375
1999-07-02,30.96875
1999-07-06,29.65625
1999-07-07,31.0625
1999-07-08,30.59375
1999-07-09,30.59375
1999-07-12,30.5
1999-07-13,29.9375
1999-07-14,29.90625
1999-07-15,29.75
1999-07-16,29.46875
1999-07-19,30.125
1999-07-20,30.09375
1999-07-21,30.3125
1999-07-22,30.25
1999-07-23,30.5
1999-07-26,30.0
1999-07-27,30.0625
1999-07-28,30.625
1999-07-29,29.4375
1999-07-30,29.3125
1999-08-02,29.28125
1999-08-03,28.9375
1999-08-04,28.59375
1999-08-05,28.0625
1999-08-06,28.875
1999-08-09,28.875
1999-08-10,29.4375
1999-08-11,29.625
1999-08-12,30.5
1999-08-13,31.125
1999-08-16,31.15625
1999-08-17,31.0
1999-08-18,30.5
1999-08-19,30.15625
1999-08-20,30.15625
1999-08-23,31.46875
1999-08-24,31.5
1999-08-25,31.375
1999-08-26,31.5625
1999-08-27,30.8125
1999-08-30,29.75
1999-08-31,28.3125
1999-09-01,29.0
1999-09-02,29.4375
1999-09-03,29.59375
1999-09-07,29.1875
1999-09-08,29.3125
1999-09-09,29.375
1999-09-10,28.375
1999-09-13,29.71875
1999-09-14,29.21875
1999-09-15,29.34375
1999-09-16,28.28125
1999-09-17,29.15625
1999-09-20,28.53125
1999-09-21,27.9375
1999-09-22,28.09375
1999-09-23,27.15625
1999-09-24,27.0625
1999-09-27,26.75
1999-09-28,26.53125
1999-09-29,27.3125
1999-09-30,27.40625
1999-10-01,26.84375
1999-10-04,27.53125
1999-10-05,27.28125
1999-10-06,28.28125
1999-10-07,27.9375
1999-10-08,28.3125
1999-10-11,29.21875
1999-10-12,27.75
1999-10-13,28.28125
1999-10-14,27.8125
1999-10-15,28.03125
1999-10-18,27.6875
1999-10-19,27.5
1999-10-20,27.0
1999-10-21,26.0625
1999-10-22,27.59375
1999-10-25,26.96875
1999-10-26,27.71875
1999-10-27,27.6875
1999-10-28,27.375
1999-10-29,27.65625
1999-11-01,27.3125
1999-11-02,28.03125
1999-11-03,28.3125
1999-11-04,27.28125
1999-11-05,27.375
1999-11-08,27.03125
1999-11-09,26.9375
1999-11-10,26.875
1999-11-11,27.5
1999-11-12,27.5
1999-11-15,27.78125
1999-11-16,28.40625
1999-11-17,27.6875
1999-11-18,27.96875
1999-11-19,24.59375
1999-11-22,25.125
1999-11-23,25.09375
1999-11-24,24.28125
1999-11-26,24.0625
1999-11-29,23.09375
1999-11-30,23.1875
1999-12-01,23.46875
1999-12-02,23.75
1999-12-03,24.1328125
1999-12-06,23.8125
1999-12-07,22.84375
1999-12-08,22.5625
1999-12-09,22.90625
1999-12-10,23.34375
1999-12-13,23.15625
1999-12-14,23.0625
1999-12-15,23.2578125
1999-12-16,23.5625
1999-12-17,22.46875
1999-12-20,22.5625
1999-12-21,22.1875
1999-12-22,21.6875
1999-12-23,22.40625
1999-12-27,23.21875
1999-12-28,23.78125
1999-12-29,23.25
1999-12-30,23.0
1999-12-31,23.53125
2000-01-03,24.3125
2000-01-04,24.0
2000-01-05,24.5625
2000-01-06,25.8125
2000-01-07,26.65625
2000-01-10,25.78125
2000-01-11,25.375
2000-01-12,25.8125
2000-01-13,26.09375
2000-01-14,25.96875
2000-01-18,24.96875
2000-01-19,24.65625
2000-01-20,23.5625
2000-01-21,23.6875
2000-01-24,22.65625
